Asset,Time Period,Length of Return,Candle Pattern,Value,Avg % Return Following Pattern,Avg % Return In General,Avg Volume Following Pattern,Avg Volume In General,p-value Returns,p-value Volume,Occurrences
SPY,5y,13,Modified Hikkake Pattern,-100,1.7695,0.7732,84840700.0,82088639,1.0,1.0,1
SPY,5y,13,Modified Hikkake Pattern,-200,,0.7751,,82091579,,,0
SPY,5y,13,Modified Hikkake Pattern,100,,0.7751,,82091579,,,0
SPY,5y,13,Modified Hikkake Pattern,200,,0.7751,,82091579,,,0
SPY,5y,13,Homing Pigeon,100,2.3021,0.7589,72899103.0,82218507,0.1,0.06,16
SPY,5y,13,Identical Three Crows,100,,0.7751,,82091579,,,0
SPY,5y,13,In-Neck Pattern,-100,-2.1312,0.7856,115743113.0,81991144,0.23,0.14,4
SPY,5y,13,In-Neck Pattern,100,,0.7751,,82091579,,,0
SPY,5y,13,Inverted Hammer,100,0.7392,0.7621,86962685.0,81988864,0.98,0.6,26
SPY,5y,13,Kicking,-100,,0.7751,,82091579,,,0
SPY,5y,13,Kicking,100,,0.7751,,82091579,,,0
SPY,5y,13,Kicking - bull/bear determined by the longer marubozu,-100,,0.7751,,82091579,,,0
SPY,5y,13,Kicking - bull/bear determined by the longer marubozu,100,,0.7751,,82091579,,,0
SPY,5y,13,Ladder Bottom,100,4.9139,0.7706,79633750.0,82090168,0.17,0.58,2
SPY,5y,13,Long Legged Doji,100,0.9644,0.7318,80637496.0,82348430,0.52,0.56,162
SPY,5y,13,Long Line Candle,-100,1.4436,0.7175,85007219.0,81805592,0.15,0.35,100
SPY,5y,13,Long Line Candle,-200,,0.7751,,82091579,,,0
SPY,5y,13,Long Line Candle,100,0.6901,0.8012,76596516.0,82973201,0.73,0.0,171
SPY,5y,13,Long Line Candle,200,,0.7751,,82091579,,,0
SPY,5y,13,Marubozu,-100,3.2428,0.734,83974652.0,82026708,0.0,0.7,22
SPY,5y,13,Marubozu,-200,,0.7751,,82091579,,,0
SPY,5y,13,Marubozu,100,0.9367,0.7769,80664486.0,82143193,0.81,0.75,46
SPY,5y,13,Marubozu,200,,0.7751,,82091579,,,0
SPY,5y,13,Matching Low,100,0.8269,0.773,67010302.0,82270921,0.92,0.0,14
SPY,5y,13,Mat Hold,-100,,0.7751,,82091579,,,0
SPY,5y,13,Mat Hold,100,,0.7751,,82091579,,,0
SPY,5y,13,Morning Doji Star,100,5.5653,0.7719,85394454.0,82086823,1.0,1.0,1
SPY,5y,13,Morning Star,100,4.1511,0.7603,96402554.0,82012247,0.19,0.43,6
SPY,5y,13,On-Neck Pattern,-100,-1.2889,0.7776,87789328.0,82082703,0.58,0.78,3
SPY,5y,13,On-Neck Pattern,100,,0.7751,,82091579,,,0
SPY,5y,13,Piercing Pattern,100,2.6485,0.7617,82723452.0,82076196,0.14,0.93,8
SPY,5y,13,Rickshaw Man,100,1.0423,0.748,78097756.0,82528115,0.49,0.11,118
SPY,5y,13,Rising/Falling Three Methods,-100,,0.7751,,82091579,,,0
SPY,5y,13,Rising/Falling Three Methods,100,,0.7751,,82091579,,,0
SPY,5y,13,Separating Lines,-100,8.5258,0.7699,95906908.0,82075052,1.0,1.0,1
SPY,5y,13,Separating Lines,100,3.0936,0.7713,69733242.0,82110614,0.52,0.57,2
SPY,5y,13,Shooting Star,100,,0.7751,,82091579,,,0
SPY,5y,13,Short Line Candle,100,0.3684,0.8054,76293756.0,82612763,0.26,0.02,96
SPY,5y,13,Spinning Top,100,0.8352,0.7479,83372137.0,81943751,0.84,0.65,127
SPY,5y,13,Stalled Pattern,100,,0.7751,,82091579,,,0
SPY,5y,13,Stick Sandwich,100,4.7433,0.7704,80083138.0,82090749,0.25,0.51,2
SPY,5y,13,Takuri (Dragonfly Doji with very long lower shadow),100,-0.4144,0.7877,79472111.0,82177552,0.23,0.69,23
SPY,5y,13,Tasuki Gap,-100,2.1783,0.7739,68114254.0,82101216,1.0,1.0,1
SPY,5y,13,Tasuki Gap,100,1.0885,0.7601,75638054.0,82137439,0.84,0.38,8
SPY,5y,13,Thrusting Pattern,-100,1.0773,0.7733,85325318.0,82059238,0.77,0.74,10
SPY,5y,13,Thrusting Pattern,100,,0.7751,,82091579,,,0
SPY,5y,13,Tristar Pattern,-100,3.1382,0.7726,83105777.0,82095662,1.0,1.0,1
SPY,5y,13,Tristar Pattern,100,1.4621,0.7748,46050523.0,82120271,1.0,1.0,1
SPY,5y,13,Unique 3 River,100,-1.7851,0.776,83194038.0,82092951,1.0,1.0,1
SPY,5y,13,Upside Gap Two Crows,100,,0.7751,,82091579,,,0
SPY,5y,13,Upside/Downside Gap Three Methods,-100,1.5813,0.7711,83860015.0,82085091,0.4,0.86,4
SPY,5y,13,Upside/Downside Gap Three Methods,100,3.7436,0.7722,75100031.0,82095163,1.0,1.0,1
SPY,5y,14,Two Crows,100,,0.7751,,82091579,,,0
SPY,5y,14,Three Black Crows,100,,0.7751,,82091579,,,0
SPY,5y,14,Three Inside Up/Down,-100,1.4467,0.837,86025431.0,82042007,0.56,0.52,15
SPY,5y,14,Three Inside Up/Down,100,0.8525,0.837,81061308.0,82127057,0.99,0.88,12
SPY,5y,14,Three-Line Strike,-100,3.8406,0.8325,95440943.0,82098115,1.0,1.0,1
SPY,5y,14,Three-Line Strike,-200,,0.8339,,82110944,,,0
SPY,5y,14,Three-Line Strike,100,-4.5873,0.8369,74654686.0,82117845,1.0,1.0,1
SPY,5y,14,Three-Line Strike,200,,0.8339,,82110944,,,0
SPY,5y,14,Three Outside Up/Down,-100,2.2385,0.8031,86604439.0,82018786,0.27,0.54,21
SPY,5y,14,Three Outside Up/Down,100,-0.3624,0.8536,85332308.0,82062714,0.2,0.62,20
SPY,5y,14,Three Stars In The South,100,,0.8339,,82110944,,,0
SPY,5y,14,Three Advancing White Soldiers,100,0.137,0.8364,68051630.0,82152646,0.5,0.26,4
SPY,5y,14,Abandoned Baby,-100,,0.8339,,82110944,,,0
SPY,5y,14,Abandoned Baby,100,,0.8339,,82110944,,,0
SPY,5y,14,Advance Block,100,,0.8339,,82110944,,,0
SPY,5y,14,Belt-hold,-100,1.7809,0.7756,78175217.0,82338505,0.01,0.08,79
SPY,5y,14,Belt-hold,100,0.5365,0.8548,78087747.0,82515947,0.49,0.09,108
SPY,5y,14,Breakaway,-100,0.8067,0.8321,69983450.0,82121243,1.0,1.0,1
SPY,5y,14,Breakaway,100,,0.8339,,82110944,,,0
SPY,5y,14,Closing Marubozu,-100,1.6094,0.7851,92501891.0,81365690,0.2,0.02,73
SPY,5y,14,Closing Marubozu,100,0.6481,0.8605,81565144.0,82166939,0.62,0.85,143
SPY,5y,14,Concealing Baby Swallow,100,,0.8339,,82110944,,,0
SPY,5y,14,Counterattack,-100,4.4797,0.8278,80929561.0,82111397,0.39,0.98,2
SPY,5y,14,Counterattack,100,0.1768,0.8371,100110796.0,82056850,0.49,0.42,4
SPY,5y,14,Dark Cloud Cover,100,,0.8339,,82110944,,,0
SPY,5y,14,Doji,100,1.0377,0.79,80953921.0,82356562,0.5,0.63,162
SPY,5y,14,Doji Star,-100,1.1561,0.8279,71326808.0,82281635,0.62,0.03,19
SPY,5y,14,Doji Star,100,0.8757,0.8408,83199520.0,82092145,0.97,0.85,16
SPY,5y,14,Dragonfly Doji,100,-0.2549,0.8516,80433233.0,82182284,0.36,0.8,24
SPY,5y,14,Engulfing Pattern,-100,1.7119,0.7955,77131770.0,82299613,0.18,0.19,50
SPY,5y,14,Engulfing Pattern,100,0.321,0.8537,85837662.0,82016159,0.49,0.35,39
SPY,5y,14,Evening Doji Star,100,,0.8339,,82110944,,,0
SPY,5y,14,Evening Star,100,,0.8339,,82110944,,,0
SPY,5y,14,Up/Down-gap side-by-side white lines,-100,,0.8339,,82110944,,,0
SPY,5y,14,Up/Down-gap side-by-side white lines,100,0.8695,0.8359,94310377.0,82078546,0.98,0.47,4
SPY,5y,14,Gravestone Doji,100,0.361,0.8384,91647464.0,81994666,0.65,0.52,15
SPY,5y,14,Hammer,100,-0.2115,0.8405,78391393.0,82177648,0.23,0.48,17
SPY,5y,14,Hanging Man,100,,0.8339,,82110944,,,0
SPY,5y,14,Harami Pattern,-100,1.1425,0.8289,81563894.0,82110163,0.57,0.88,52
SPY,5y,14,Harami Pattern,100,1.1515,0.8116,76809875.0,82287914,0.6,0.15,39
SPY,5y,14,Harami Cross Pattern,100,1.3489,0.8261,79399360.0,82143017,0.73,0.71,12
SPY,5y,14,High-Wave Candle,100,1.3584,0.8031,85491768.0,81882861,0.35,0.41,77
SPY,5y,14,Hikkake Pattern,-100,1.2749,0.8101,74282618.0,82464996,0.34,0.02,50
SPY,5y,14,Hikkake Pattern,-200,3.7997,0.8098,81818381.0,82109321,0.04,0.98,8
SPY,5y,14,Hikkake Pattern,100,1.3309,0.8354,90987095.0,81834549,0.6,0.27,38
SPY,5y,14,Hikkake Pattern,200,-1.0252,0.8484,84571827.0,82101668,0.31,0.86,13
SPY,5y,14,Modified Hikkake Pattern,-100,2.3744,0.8324,83205850.0,82108039,1.0,1.0,1
SPY,5y,14,Modified Hikkake Pattern,-200,,0.8339,,82110944,,,0
SPY,5y,14,Modified Hikkake Pattern,100,,0.8339,,82110944,,,0
SPY,5y,14,Modified Hikkake Pattern,200,,0.8339,,82110944,,,0
SPY,5y,14,Homing Pigeon,100,2.0544,0.8122,73068628.0,82230192,0.2,0.07,16
SPY,5y,14,Identical Three Crows,100,,0.8339,,82110944,,,0
SPY,5y,14,In-Neck Pattern,-100,-2.6918,0.8434,114799650.0,82010922,0.3,0.14,4
SPY,5y,14,In-Neck Pattern,100,,0.8339,,82110944,,,0
SPY,5y,14,Inverted Hammer,100,1.2533,0.8261,87063760.0,82012845,0.61,0.58,26
SPY,5y,14,Kicking,-100,,0.8339,,82110944,,,0
SPY,5y,14,Kicking,100,,0.8339,,82110944,,,0
SPY,5y,14,Kicking - bull/bear determined by the longer marubozu,-100,,0.8339,,82110944,,,0
SPY,5y,14,Kicking - bull/bear determined by the longer marubozu,100,,0.8339,,82110944,,,0
SPY,5y,14,Ladder Bottom,100,4.7869,0.8296,78399475.0,82111491,0.18,0.49,2
SPY,5y,14,Long Legged Doji,100,1.0377,0.79,80953921.0,82356562,0.5,0.63,162
SPY,5y,14,Long Line Candle,-100,1.7036,0.7708,84559584.0,81806156,0.05,0.42,100
SPY,5y,14,Long Line Candle,-200,,0.8339,,82110944,,,0
SPY,5y,14,Long Line Candle,100,0.6212,0.8484,76773085.0,82973959,0.5,0.01,171
SPY,5y,14,Long Line Candle,200,,0.8339,,82110944,,,0
SPY,5y,14,Marubozu,-100,3.6729,0.7858,83684006.0,82053998,0.0,0.75,22
SPY,5y,14,Marubozu,-200,,0.8339,,82110944,,,0
SPY,5y,14,Marubozu,100,0.8558,0.8323,80824862.0,82163229,0.97,0.77,46
SPY,5y,14,Marubozu,200,,0.8339,,82110944,,,0
SPY,5y,14,Matching Low,100,0.488,0.8293,67565532.0,82285758,0.58,0.0,14
SPY,5y,14,Mat Hold,-100,,0.8339,,82110944,,,0
SPY,5y,14,Mat Hold,100,,0.8339,,82110944,,,0
SPY,5y,14,Morning Doji Star,100,5.8616,0.8307,83334207.0,82107998,1.0,1.0,1
SPY,5y,14,Morning Star,100,4.0474,0.8173,94960082.0,82037252,0.14,0.46,6
SPY,5y,14,On-Neck Pattern,-100,-2.4979,0.8363,88083981.0,82100313,0.51,0.79,3
SPY,5y,14,On-Neck Pattern,100,,0.8339,,82110944,,,0
SPY,5y,14,Piercing Pattern,100,3.0955,0.8188,83367923.0,82096837,0.14,0.86,8
SPY,5y,14,Rickshaw Man,100,1.1029,0.7957,78514424.0,82546498,0.46,0.14,118
SPY,5y,14,Rising/Falling Three Methods,-100,,0.8339,,82110944,,,0
SPY,5y,14,Rising/Falling Three Methods,100,,0.8339,,82110944,,,0
SPY,5y,14,Separating Lines,-100,9.2371,0.8283,93951400.0,82095888,1.0,1.0,1
SPY,5y,14,Separating Lines,100,3.3081,0.8304,69386493.0,82130662,0.51,0.53,2
SPY,5y,14,Shooting Star,100,,0.8339,,82110944,,,0
SPY,5y,14,Short Line Candle,100,0.32,0.8792,76646065.0,82616496,0.16,0.02,96
SPY,5y,14,Spinning Top,100,0.9392,0.8142,83471991.0,81964593,0.78,0.63,127
SPY,5y,14,Stalled Pattern,100,,0.8339,,82110944,,,0
SPY,5y,14,Stick Sandwich,100,4.5558,0.8286,79107150.0,82112215,0.24,0.27,2
SPY,5y,14,Takuri (Dragonfly Doji with very long lower shadow),100,-0.4182,0.8523,80932928.0,82171380,0.31,0.87,23
SPY,5y,14,Tasuki Gap,-100,3.4081,0.8333,66709964.0,82121329,1.0,1.0,1
SPY,5y,14,Tasuki Gap,100,1.06,0.8286,76004912.0,82151951,0.88,0.44,8
SPY,5y,14,Thrusting Pattern,-100,1.0138,0.8337,85261336.0,82083737,0.88,0.74,10
SPY,5y,14,Thrusting Pattern,100,,0.8339,,82110944,,,0
SPY,5y,14,Tristar Pattern,-100,3.7007,0.832,82196457.0,82111350,1.0,1.0,1
SPY,5y,14,Tristar Pattern,100,2.2799,0.8332,45348143.0,82139912,1.0,1.0,1
SPY,5y,14,Unique 3 River,100,-0.0117,0.8356,80516829.0,82111812,1.0,1.0,1
SPY,5y,14,Upside Gap Two Crows,100,,0.8339,,82110944,,,0
SPY,5y,14,Upside/Downside Gap Three Methods,-100,2.1045,0.8273,83738530.0,82102577,0.19,0.87,4
SPY,5y,14,Upside/Downside Gap Three Methods,100,5.0719,0.8314,75865371.0,82114042,1.0,1.0,1
